"rowname"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"Dmrt1"	112.442194205048	11.1454727457643	2.10355636352902	5.29839510792388	1.16824956545501e-07	1.6822556051898e-06
"Tbx15"	78.8250575918978	10.3919660204646	2.06092890139912	5.04236997860998	4.5980117410212e-07	5.87939080344671e-06
"Fosb"	1541.02859147536	9.86436000314933	1.27089684015024	7.7617314730149	8.37776427335781e-15	4.16095625576771e-13
"D330045A20Rik"	39.8608018012198	9.78082864436531	2.08378233350885	4.69378614411012	2.68194404770633e-06	2.83094093924557e-05
"Ptgs2"	348.997060235543	9.57032425535287	2.25145512382863	4.25072840851405	2.13076417264241e-05	0.000178151015143257
"Tmem59l"	41.0123389231272	9.15486267925698	2.09117863724503	4.37784822214797	1.19856767938414e-05	0.000108337966166555
"Foxb1"	20.1033156158229	9.0478977254505	2.38567821279684	3.79258932613684	0.000149084596290136	0.000975632205495548
"1700019B03Rik"	20.959062446324	8.90771805577383	2.19908422959354	4.05064887279022	5.10758018548763e-05	0.000383136181905551
"Sp9"	230.827294551285	8.87670660204201	1.08070504446511	8.2138106484323	2.14277387385472e-16	1.31302875257202e-14
"Kcnu1"	15.2983745596981	8.63495037468581	2.21816783571883	3.8928300355088	9.90815712921055e-05	0.00067885258714725
"Papl"	15.8539058653564	8.63394027044782	2.36842522226781	3.64543502968638	0.000266939850987218	0.00160925621410736
"Tcf24"	3196.19367917697	8.54493427080675	0.354545366399124	24.1011026532143	2.43404426132053e-128	1.14846321729974e-124
"Armc12"	16.5761484073772	8.28318923504698	2.12000238389221	3.90716033999901	9.33871853422898e-05	0.000647988043392212
"4932438H23Rik"	11.1707338757121	7.8702191810667	2.20381212749126	3.5711842597154	0.000355370770147808	0.00205401112757951
"Dmrt3"	8.23764431994653	7.59532998780181	2.23857506355208	3.3929306689184	0.000691491376124692	0.00361707891264335
"9230102O04Rik"	13.7619396322659	7.54612575011931	2.24335746660663	3.36376429634899	0.000768871778021745	0.00397203650288241
"4930412O13Rik"	14.258375536155	7.47384731386052	2.12455023443311	3.51784918649135	0.000435059541262146	0.00244666976820249
"Tbc1d21"	52.1343966681215	7.42731048285567	2.12863882031354	3.48923002435973	0.000484414106733095	0.00267846940656522
"Retnlg"	228.082088883098	7.2098381076545	1.89239502798195	3.80990121039532	0.000139022331261339	0.000917990243388268
"Fxyd4"	8.5955599130508	7.17161324978332	2.18499510784098	3.2822102090973	0.00102996792052353	0.00512990707776584
"Il4"	5.65819101724612	7.10330809990285	2.89196951990549	2.45621817623271	0.0140407884168609	0.0447931845933436
"Aox4"	29.0415992143393	7.08355500732525	2.21397456638262	3.19947442707029	0.0013767840086973	0.0065573276053534
"Dmrta2"	258.569253245581	7.06659978599463	0.894794403691851	7.89745639538916	2.84652539798103e-15	1.52623359880385e-13
"Steap4"	81.8182511450883	7.0056498387413	1.38126687247039	5.07190172903498	3.9385977471471e-07	5.08211951785481e-06
"Ptprr"	162.079316849455	6.87618515478508	0.638031929580122	10.7771803196592	4.41203279870326e-27	8.00670823918521e-25
"Phex"	5.81882583950204	6.87593334156811	2.32509108133248	2.95727483399385	0.00310371340026693	0.0129634296786009
"Plch2"	7.69559398116242	6.81970296826824	2.21811812330282	3.07454454143928	0.00210824238218212	0.00942880597781608
"Ikzf2"	2897.2472141518	6.77175762280083	0.190928907584314	35.4674297804297	1.5626973893293e-275	2.21199815459563e-271
"Htr2a"	70.2567539347397	6.76047581389547	2.08577746682076	3.24122583613874	0.0011901685551873	0.00578929068683034
"Cyp2a5"	9.19304881101586	6.7408857176735	2.16169002325784	3.11834057850461	0.00181872504312524	0.00831676568507298
"Fcrlb"	6.12591481128398	6.73018723282802	2.35999509479214	2.85178017856041	0.00434751538715442	0.0171848869883191
"Rnase12"	51.9718921338366	6.72995191273811	1.10276993992341	6.10277054995305	1.04245443046093e-09	2.25626031547009e-08
"Slc26a3"	4.7176452755163	6.72533440617781	2.7596983125115	2.43698174386944	0.0148104270636834	0.046690778415688
"Fos"	1374.73264361883	6.72347045674573	0.445977809215429	15.0757959652158	2.33682546155888e-51	1.57513163849361e-48
"C2cd4b"	8.03495445383467	6.60187232464554	2.39945968533351	2.75139956090903	0.00593412140997212	0.0221453964034156
